"","time","D","AmtD0","AmtD","AmtD2","T","DT","L","TL","Ttot","Ltot","Dtot","dose","drug","target","ligand","order"
"1",0,0,0,0,0,0.15,0,0.01,0.000681818181818182,0.150681818181818,0.0106818181818182,0,10,"Atezolizumab","mPD-L1","mPD-1",2
"2",0.001,0,0,0,0,0.15,0,0.01,0.000681818181818182,0.150681818181818,0.0106818181818182,0,10,"Atezolizumab","mPD-L1","mPD-1",2
"3",0.01,0,0,0,0,0.15,0,0.01,0.000681818181818182,0.150681818181818,0.0106818181818182,0,10,"Atezolizumab","mPD-L1","mPD-1",2
"4",0.1,0,0,0,0,0.15,0,0.01,0.000681818181818182,0.150681818181818,0.0106818181818182,0,10,"Atezolizumab","mPD-L1","mPD-1",2
"5",0.2,0,0,0,0,0.15,0,0.01,0.000681818181818182,0.150681818181818,0.0106818181818182,0,10,"Atezolizumab","mPD-L1","mPD-1",2
"6",0.3,0,0,0,0,0.15,0,0.01,0.000681818181818182,0.150681818181818,0.0106818181818182,0,10,"Atezolizumab","mPD-L1","mPD-1",2
"7",0.4,0,0,0,0,0.15,0,0.01,0.000681818181818182,0.150681818181818,0.0106818181818182,0,10,"Atezolizumab","mPD-L1","mPD-1",2
"8",0.5,0,0,0,0,0.15,0,0.01,0.000681818181818182,0.150681818181818,0.0106818181818182,0,10,"Atezolizumab","mPD-L1","mPD-1",2
"9",0.6,0,0,0,0,0.15,0,0.01,0.000681818181818181,0.150681818181818,0.0106818181818182,0,10,"Atezolizumab","mPD-L1","mPD-1",2
"10",0.7,0,0,0,0,0.15,0,0.01,0.000681818181818183,0.150681818181818,0.0106818181818182,0,10,"Atezolizumab","mPD-L1","mPD-1",2
"11",0.8,0,0,0,0,0.15,0,0.01,0.00068181818181818,0.150681818181818,0.0106818181818182,0,10,"Atezolizumab","mPD-L1","mPD-1",2
"12",0.9,0,0,0,0,0.15,0,0.01,0.000681818181818186,0.150681818181818,0.0106818181818182,0,10,"Atezolizumab","mPD-L1","mPD-1",2
"13",1,0,0,0,0,0.15,0,0.01,0.000681818181818173,0.150681818181818,0.0106818181818182,0,10,"Atezolizumab","mPD-L1","mPD-1",2
"14",1.1,0,0,0,0,0.15,0,0.00999999999999998,0.000681818181818199,0.150681818181818,0.0106818181818182,0,10,"Atezolizumab","mPD-L1","mPD-1",2
"15",1.2,0,0,0,0,0.15,0,0.01,0.000681818181818148,0.150681818181818,0.0106818181818182,0,10,"Atezolizumab","mPD-L1","mPD-1",2
"16",1.3,0,0,0,0,0.15,0,0.00999999999999993,0.000681818181818249,0.150681818181818,0.0106818181818182,0,10,"Atezolizumab","mPD-L1","mPD-1",2
"17",1.4,0,0,0,0,0.15,0,0.0100000000000001,0.000681818181818049,0.150681818181818,0.0106818181818182,0,10,"Atezolizumab","mPD-L1","mPD-1",2
"18",1.5,0,0,0,0,0.15,0,0.00999999999999974,0.000681818181818444,0.150681818181818,0.0106818181818182,0,10,"Atezolizumab","mPD-L1","mPD-1",2
"19",1.6,0,0,0,0,0.15,0,0.0100000000000005,0.000681818181817664,0.150681818181818,0.0106818181818182,0,10,"Atezolizumab","mPD-L1","mPD-1",2
"20",1.7,0,0,0,0,0.150000000000002,0,0.0100000000000022,0.000681818181815985,0.150681818181818,0.0106818181818182,0,10,"Atezolizumab","mPD-L1","mPD-1",2
"21",1.8,0,0,0,0,0.150000000000005,0,0.010000000000005,0.000681818181813225,0.150681818181818,0.0106818181818182,0,10,"Atezolizumab","mPD-L1","mPD-1",2
"22",1.9,0,0,0,0,0.15000000000001,0,0.0100000000000098,0.000681818181808415,0.150681818181818,0.0106818181818182,0,10,"Atezolizumab","mPD-L1","mPD-1",2
"23",2,0,0,0,0,0.150000000000018,0,0.0100000000000184,0.000681818181799799,0.150681818181818,0.0106818181818182,0,10,"Atezolizumab","mPD-L1","mPD-1",2
"24",2.1,0,0,0,0,0.150000000000034,0,0.010000000000034,0.000681818181784186,0.150681818181818,0.0106818181818182,0,10,"Atezolizumab","mPD-L1","mPD-1",2
